ID,Age,Gender,Working_Type,Sleep_Hours,Height_m,Required_Daily_Calories
8981,21.0,Male,Self-Employed,8.614557313346781,1.6017801926874693,2116.541151398252
4772,58.0,Female,Manual Labor,5.876594974866275,1.678985612582485,3083.2200420608933
6659,56.0,Male,Retired,7.243880593694369,1.6436559478078203,1646.029978300509
2329,65.0,Female,Unemployed,5.004795630859765,1.6207620843198989,1596.8081595140982
7308,66.0,Female,Self-Employed,7.951287387185719,1.6109809888575466,1884.1365703253168
564,37.0,Female,Student,7.6,1.58,2553.0
3008,26.0,Female,Self-Employed,4.400858483228725,1.8179172813028075,2361.58025195592
3674,23.0,Female,Student,8.326145384845299,1.7789121363151932,2409.548202691696
3777,44.0,Female,Self-Employed,7.190413471742067,1.6462157370414203,2193.592732050226
6919,18.0,Female,Unemployed,9.216942234098134,1.7924743601631692,1788.1886745421702
4817,57.0,Male,Manual Labor,8.09108531385605,1.8164675386025464,2637.2476566449686
2993,18.0,Female,Self-Employed,5.772155009717539,1.747418422742908,1784.1915884955629
64,53.0,Female,Self-Employed,5.0,1.81,1771.0
8961,63.0,Female,Freelancer,5.316565237441044,1.7099392878836202,2298.6826734770284
1184,42.0,Female,Healthcare,5.6,1.8,2942.0
3596,34.0,Male,Unemployed,8.882495441281963,1.717911682992156,2520.4112837700795
3266,59.0,Female,Self-Employed,6.13734748890431,1.8483512270554543,2938.6464524800185
7939,63.0,Male,Retired,8.45334847101492,1.834510988783005,2308.22857168016
5324,65.0,Male,Manual Labor,5.6251292723160535,1.886195078771448,3219.4574310875832
8432,60.0,Male,Retired,10.0,1.6677135690235416,1764.3014661967468
3299,48.0,Female,Unemployed,8.821292104892283,1.8035673681512152,1655.418090559442
5915,68.0,Female,Student,6.8034223875752105,1.8847745045423387,1573.5324975876797
4983,59.0,Female,Desk Job,9.117513053279112,1.8147854600870477,2121.000098451504
2109,65.0,Male,Unemployed,10.0,1.8011618369974474,1932.445115791338
3402,41.0,Male,Desk Job,3.920282110436888,1.7059278814616854,2093.014857677844
246,24.0,Female,Desk Job,6.8,1.71,2457.0
6410,32.0,Female,Self-Employed,9.255976680430203,1.6880498413193374,2426.314692773677
8684,39.0,Female,Manual Labor,7.001506484477234,1.6797629112297827,2711.9896444629617
3782,18.0,Female,Healthcare,3.329284559840148,1.4463357957314806,2078.437976070264
1414,43.0,Male,Manual Labor,9.6,2.03,2834.0
4302,58.0,Female,Manual Labor,7.424039170506446,1.822918974295319,2305.418356309593
7614,58.0,Male,Student,5.414913734299608,1.619987724423052,1899.139402657332
334,32.0,Female,Retired,9.7,1.52,1728.0
1514,20.0,Male,Unemployed,5.3,1.7,2341.0
9233,25.0,Male,Self-Employed,10.0,1.5169090297632937,1896.9905454634377
1196,69.0,Male,Manual Labor,6.3,1.7,3111.0
2546,50.0,Female,Healthcare,9.263229609530343,1.753332255728207,2077.3211175042843
9553,56.0,Female,Desk Job,9.47546183321668,1.4,1960.4313773890217
264,67.0,Female,Freelancer,6.1,1.36,1350.0
961,55.0,Male,Manual Labor,5.9,1.61,2459.0
8541,57.0,Female,Student,9.99253731377852,1.580728192242691,2318.670960178604
8302,66.0,Female,Unemployed,6.80927435822,1.733289921838177,1875.6957512567192
2234,30.0,Male,Retired,6.308704318725933,1.6704735432008195,1643.423012722464
656,63.0,Female,Manual Labor,5.9,1.92,2764.0
624,21.0,Male,Unemployed,6.8,1.8,2468.0
8068,49.0,Male,Unemployed,6.436172608659591,1.8965226192730888,2319.721652700308
4120,63.0,Male,Self-Employed,7.421427746981474,1.7452407692187069,2076.303459706762
9376,27.0,Male,Student,8.396112536824386,1.7209953319933171,2909.678361447241
1409,53.0,Male,Student,6.9,1.86,2777.0
5870,30.0,Male,Freelancer,8.744854420218468,1.6721055755726824,1941.6308484911729
1027,55.0,Male,Unemployed,9.9,1.88,2373.0
8735,63.0,Female,Freelancer,3.858718912428381,1.5351060847384062,1927.049883026375
8283,70.0,Female,Student,5.898639141887542,1.931373342095057,2474.462166293872
9090,66.0,Male,Freelancer,8.183997269762122,1.87264180159565,3000.4899869027386
368,38.0,Male,Manual Labor,4.4,1.83,3093.0
8448,25.0,Male,Freelancer,3.8888996575976273,1.6905286393293055,1931.8369433834607
737,60.0,Male,Retired,8.8,1.68,1741.0
4225,65.0,Male,Freelancer,7.793987985543405,1.842449341270548,1931.5270626657907
3943,55.0,Male,Healthcare,6.722703497758363,1.716099580802346,2260.5250379664694
7767,46.0,Female,Healthcare,6.059418701690213,1.7033923105548117,2516.206668439773
9434,45.0,Female,Desk Job,4.832924248782959,1.4971111323094124,2018.151696933469
578,34.0,Female,Manual Labor,9.5,1.67,3532.0
6251,33.0,Female,Self-Employed,7.080195813979664,1.4861546059423527,2226.0791074930567
4901,32.0,Female,Retired,8.478952716159178,1.7499783827684992,1927.4371660528027
9162,44.0,Male,Freelancer,7.968113722582563,1.7556489985023618,2155.687674862812
4114,25.0,Male,Manual Labor,7.912961791515326,1.7893052748154852,3430.3681763176905
5007,37.0,Female,Desk Job,8.492606326129678,1.6278279049510322,1933.593222452378
3379,66.0,Male,Desk Job,4.726948673516604,1.8409843957789704,2311.496491516269
1942,44.0,Male,Desk Job,8.3,1.92,2336.0
3827,46.0,Male,Freelancer,7.857706907674104,1.7432762394776018,2668.1742300505766
8377,29.0,Female,Desk Job,8.35706387251044,1.7635718623472922,1825.402594538338
3264,55.0,Male,Self-Employed,7.118750498558965,1.6875346636594235,1877.168219722281
8272,20.0,Male,Healthcare,5.027493678740328,1.7397789081598398,2302.742408907416
9295,55.0,Female,Student,3.1194720013253647,1.6638637306290096,2351.2325054205166
3835,47.0,Male,Unemployed,10.0,1.6823936529429695,1927.6230498811983
2961,50.0,Female,Healthcare,10.0,1.7795240224463946,2171.1049229501177
77,66.0,Male,Student,7.0,1.7,2417.0
8921,33.0,Female,Student,6.681046131041309,1.8071075817063087,2376.5881762194044
4818,51.0,Female,Desk Job,5.245938817285137,1.574584777110556,1986.7312580668292
4221,60.0,Female,Manual Labor,5.681742568367229,1.722476371783681,2031.2570334935783
5059,27.0,Male,Desk Job,8.557798369339954,1.8437010491399848,2229.392595343337
5324,65.0,Male,Manual Labor,5.6251292723160535,1.886195078771448,3219.4574310875832
1761,39.0,Female,Freelancer,8.6,1.68,2850.0
4984,27.0,Male,Freelancer,5.199556412073093,1.7197247950634449,2960.7655546788774
3335,66.0,Male,Manual Labor,8.184975784325829,1.7463451359876223,2352.611615718608
8467,61.0,Female,Desk Job,8.67066503477484,1.5142273263516084,1790.4445805602195
4641,54.0,Female,Manual Labor,3.899888632300048,1.6884816913380962,2960.6496341418483
1509,37.0,Male,Self-Employed,4.6,1.78,2433.0
1352,34.0,Male,Self-Employed,7.1,1.63,2080.0
4727,55.0,Female,Retired,8.837168795356579,1.6201350752023826,1400.0
684,55.0,Female,Retired,5.8,1.75,2200.0
5527,62.0,Female,Healthcare,9.747753672995678,1.684316975176883,2428.384116106814
4,59.0,Male,Manual Labor,4.3,1.71,2796.0
648,47.0,Male,Unemployed,4.8,1.74,1665.0
1370,20.0,Male,Retired,5.3,1.79,2003.0
8926,23.0,Female,Freelancer,6.87404082061197,1.6614822783919556,2266.132540602801
7758,26.0,Male,Healthcare,7.558294632626719,1.5309963053965612,2569.9777650621795
2139,60.0,Female,Unemployed,5.002904066725282,1.9087615767982289,2295.560857031555
291,42.0,Female,Desk Job,9.9,1.79,1946.0
928,59.0,Female,Student,8.0,1.73,2182.0
2200,39.0,Male,Desk Job,8.688465846177415,1.61460959025462,1607.1169045081815
2931,19.0,Female,Self-Employed,10.0,1.7129913913581185,2331.914615250469
1394,24.0,Female,Freelancer,8.3,1.62,2366.0
7412,62.0,Male,Unemployed,8.463826262424664,1.79005738808063,1637.946914670657
2856,24.0,Female,Healthcare,5.271022239415273,1.8302410375713487,2762.8941066168013
1852,37.0,Male,Healthcare,7.0,1.72,2956.0
7284,19.0,Female,Freelancer,3.289971792738388,1.6798655573148886,2345.83226828664
4881,41.0,Female,Student,6.458508276664137,1.7329351423733024,2419.6443509061246
1057,39.0,Female,Healthcare,5.4,1.62,1875.0
5767,26.0,Male,Retired,7.995758897865461,1.7248868101975927,2140.9977040359327
2819,31.0,Female,Healthcare,5.460956073953247,1.6141894901986686,1727.4687603183938
136,42.0,Male,Self-Employed,9.3,1.77,2631.0
5245,35.0,Female,Desk Job,5.914051658876778,1.5053679518681449,1739.671828262028
7515,65.0,Female,Unemployed,9.511384562613774,1.7279774904233394,1669.7447096047392
4769,32.0,Female,Manual Labor,9.102517692927856,1.4884501783798756,2923.3427061305383
3131,19.0,Male,Student,5.89071501702445,1.582221133443599,2408.6030866592887
2302,40.0,Male,Unemployed,7.925319252175179,1.6823093307144057,1711.277959025711
3950,29.0,Female,Freelancer,9.73462783594931,1.739668886098628,2346.936828895837
7203,62.0,Male,Student,7.415970858928159,1.903053515181641,2327.4656044926687
6206,63.0,Male,Healthcare,9.835351271482246,1.7521350823962458,2040.2221968491456
186,66.0,Male,Manual Labor,5.1,1.85,3216.0
2465,68.0,Female,Student,7.641163925818302,1.5943005572950877,1916.3787549872368
7076,58.0,Male,Self-Employed,4.033309972196167,1.7207511534082396,2305.024482767465
8699,38.0,Male,Freelancer,9.258923114498131,1.5786197351386215,2662.3965047869024
2317,53.0,Female,Self-Employed,5.9610800746481045,1.6377756302928264,2249.112123686018
9498,31.0,Female,Unemployed,6.776621446835767,1.788694894275246,1891.020881875453
6320,64.0,Female,Unemployed,10.0,1.579849745240342,1492.0151286544312
3542,61.0,Male,Unemployed,8.158033934864976,1.7705607448636784,1845.289001188508
2276,36.0,Female,Student,8.221734564172982,1.5779163458644694,2703.2827085249583
6086,62.0,Male,Self-Employed,4.636668337777484,1.810275929691888,2753.55034894003
9145,54.0,Male,Healthcare,4.2850568812136425,1.8044348941289143,2963.8246067654254
4853,31.0,Male,Retired,7.352417381659665,1.6529907082698716,1648.9137972194992
3079,71.0,Female,Freelancer,8.870797893369943,1.5952266766276335,1428.777951392442
10199,18.0,Male,Manual Labor,8.9,1.41,2221.9
331,66.0,Female,Self-Employed,7.7,1.65,1737.0
8113,50.0,Female,Retired,5.483964766133602,1.5988046373165763,2158.3834880203103
1651,34.0,Female,Healthcare,6.2,1.69,2800.0
2261,40.0,Male,Student,8.60780631170354,1.8399365724318253,2444.236205380808
2390,43.0,Male,Freelancer,7.148938095511922,1.733954370316399,2308.009085683379
8949,61.0,Male,Freelancer,8.781495952963384,1.8196032032647755,2500.978439883909
7293,35.0,Female,Student,9.654557194816643,1.567689164788283,2460.642825789837
2996,68.0,Male,Retired,8.260055730131906,1.8633462475003135,1537.7817583918545
4024,47.0,Female,Freelancer,7.377474388248002,1.7231213944311723,1907.8692465744912
8030,41.0,Female,Desk Job,7.160263040212728,1.7077618383264372,1625.2477167589882
382,43.0,Female,Freelancer,6.0,1.71,2520.0
1225,41.0,Female,Student,6.7,1.61,2647.0
10053,63.0,Female,Student,5.8,1.87,2504.4
938,27.0,Male,Self-Employed,8.0,1.92,2372.0
705,32.0,Male,Healthcare,8.9,1.53,2576.0
7088,33.0,Female,Unemployed,9.260671833060346,1.8482344508667423,2231.0395707125967
4150,59.0,Male,Student,8.825387145236057,1.687222438463196,2376.155085939796
3018,36.0,Female,Desk Job,4.941922283651368,1.8685411164503896,2556.975021027147
8245,41.0,Female,Self-Employed,4.440974436904526,1.6580774215216725,2576.467203434694
2166,36.0,Female,Healthcare,9.174228895696174,1.7721154953010885,2626.524130696132
8764,58.0,Female,Student,6.756465377145242,1.749332949943088,2810.528732549328
6902,29.0,Female,Desk Job,6.211189559236559,1.8800816424553195,2795.209275082525
6915,21.0,Male,Unemployed,7.893114875968825,1.7564925366493525,2328.059462688959
8206,44.0,Female,Retired,7.1011211086703225,1.5848242688001977,2255.621015476198
4025,57.0,Female,Desk Job,8.708591259506626,1.8910424747445775,1859.552142190098
2603,33.0,Male,Healthcare,6.662496306264032,1.765551505862178,3136.03781592684
9097,47.0,Male,Student,6.876625273048649,1.867627427385271,2692.876097483914
2772,59.0,Male,Freelancer,4.784606748793292,1.658127640281223,1914.6524008445688
6394,36.0,Female,Desk Job,4.378834052169894,1.7017228260751829,1984.835948531522
1531,60.0,Female,Self-Employed,5.0,1.7,1932.0
4920,45.0,Female,Self-Employed,4.450225294400403,1.820953761071267,2441.703179784955
2920,61.0,Female,Manual Labor,4.4843225764727865,1.6445215711426973,2853.7410477695103
2927,35.0,Male,Unemployed,4.197921420260349,1.788758685376262,2353.9272212748447
1251,56.0,Male,Unemployed,6.1,1.81,1432.0
1524,18.0,Male,Manual Labor,5.2,1.72,2953.0
1254,48.0,Female,Freelancer,10.0,1.62,1852.0
6378,72.0,Female,Freelancer,7.904802766441429,1.701120879667149,1725.3063562629925
953,63.0,Male,Freelancer,5.9,1.83,2463.0
10167,47.0,Female,Desk Job,4.3,1.55,1990.7
4005,61.0,Female,Desk Job,9.67212676114102,1.7461623981137324,2110.0828686985883
3520,67.0,Male,Student,6.531465723594919,1.773155514574204,2134.0453540518192
4061,31.0,Female,Unemployed,6.338991220109461,1.7334643691722067,1837.3537264539168
2019,63.0,Male,Self-Employed,8.474641278439725,1.9207018547213637,2263.1764469687582
4696,60.0,Male,Freelancer,9.461351609994493,1.779594691878422,2647.632380884989
3486,18.0,Male,Unemployed,7.805344863007882,1.6492189425733428,2615.3930928680334
3594,63.0,Female,Desk Job,8.18115643962888,1.7413232207552558,1751.059582402975
7979,33.0,Female,Self-Employed,5.615598367405566,1.728058062657326,2051.168882095525
6753,63.0,Female,Freelancer,4.859165109449101,1.57529154874871,2085.872446712659
9590,46.0,Female,Retired,6.705923437339716,1.7297525080624534,2052.4722884239686
9078,53.0,Male,Freelancer,8.486262386523453,1.596110768354294,2159.41383466617
7877,22.0,Male,Student,4.643775359796247,1.958021739023922,2588.707801163901
8822,28.0,Male,Freelancer,6.203116179631277,1.7402818698877252,3013.03085873914
7540,38.0,Male,Manual Labor,7.325018197594785,1.6207119612338117,2449.8847238024955
1577,32.0,Male,Student,4.5,1.63,2261.0
1331,65.0,Female,Self-Employed,4.4,1.79,2396.0
9098,31.0,Male,Freelancer,4.300128555944735,1.6627324363846412,2729.3172298988534
6316,34.0,Male,Retired,8.727305891455034,1.9274259861923329,2373.4203261217067
3456,21.0,Female,Self-Employed,5.959181997881937,1.6957196657571851,2734.5936147607576
5361,36.0,Male,Unemployed,8.859668175545321,1.7609559194959783,2434.165790312128
6640,18.0,Male,Healthcare,5.196527025141511,1.9101735832615845,2983.478493366596
7817,18.0,Female,Freelancer,5.842243616938626,1.5742505438330388,1751.1138633196483
1085,46.0,Female,Healthcare,5.5,1.74,3045.0
6793,32.0,Male,Retired,5.204892693899756,1.624963306516634,2079.21026185672
3882,42.0,Male,Freelancer,9.690069469434258,1.8555100090754184,2415.9876383596484
7769,32.0,Female,Healthcare,5.479506485291094,1.7572299110614698,2668.7886325593504
1502,36.0,Male,Manual Labor,5.8,1.81,2842.0
145,53.0,Male,Self-Employed,7.3,1.67,1760.0
3853,50.0,Female,Unemployed,7.334161064969908,1.6346671935464243,1929.7399541489267
9160,26.0,Female,Manual Labor,8.813092574765315,1.65502082706179,2455.097535733898
1692,23.0,Male,Freelancer,9.1,1.56,2787.0
5023,29.0,Female,Self-Employed,8.961260383221195,1.7266286889014115,2381.4031548036146
7488,64.0,Female,Desk Job,7.800996327306707,1.7303389151390354,2345.820048296137
4871,49.0,Female,Retired,5.786823188805052,1.5662157535036805,1400.0
3725,41.0,Male,Healthcare,7.259019617866413,1.6556078115766348,2818.583626624197
2255,32.0,Female,Freelancer,9.568030590854764,1.9975834239426395,2407.1382866451286
3149,52.0,Female,Manual Labor,9.476019682987165,1.6355182628208391,3015.4048293801898
3044,40.0,Male,Student,7.2366762184056945,1.686448638680733,2713.137596917143
759,56.0,Male,Unemployed,7.0,1.58,2019.0
3556,37.0,Male,Freelancer,8.228498722792915,1.592748254114379,2147.940356822465
9777,50.0,Female,Desk Job,9.82366665084126,1.7785083785046485,2182.1395952416037
3133,33.0,Male,Student,10.0,1.67817602881299,2484.458227889978
7749,48.0,Male,Retired,6.582632515937904,1.673011349596544,1997.9191510308576
8957,53.0,Male,Desk Job,4.620047231408376,1.7572490247928898,2019.036062457791
3652,57.0,Female,Freelancer,8.011692607329254,1.7659889814568386,1913.8186011915475
7922,67.0,Female,Unemployed,6.34718397260716,1.6610409908826185,1748.9479443746452
2111,65.0,Female,Unemployed,8.655794382163576,1.7898916527692903,1774.8868124131145
7986,57.0,Male,Healthcare,6.174067786262143,1.7021806765203402,2320.4559560638386
6511,70.0,Male,Retired,9.653392133337714,1.813976350751613,2194.4746560553745
2983,59.0,Male,Freelancer,8.771081693811205,1.7338325294692871,2458.544118011226
1361,48.0,Female,Healthcare,4.1,1.77,2986.0
9690,47.0,Male,Manual Labor,6.695860990059954,1.675408246936274,3306.993257114918
2485,55.0,Male,Manual Labor,3.0,1.6381000998525976,2756.963657161157
1209,35.0,Male,Desk Job,4.2,1.79,1956.0
7855,54.0,Female,Self-Employed,4.199971283058737,1.7951637892876815,2496.624817723461
8510,65.0,Female,Freelancer,6.944892239329111,1.752746883125172,1923.2271883701376
1836,41.0,Female,Healthcare,7.6,1.78,2856.0
9520,36.0,Male,Desk Job,8.198515828426059,1.710758526258643,2045.110668034477
5873,45.0,Female,Unemployed,7.63511614703848,1.7609634256784046,1838.9324871504964
8240,70.0,Male,Desk Job,6.163990786819756,1.88033889868798,1896.3271448126327
4096,47.0,Female,Unemployed,8.207084470565874,1.8934282423592617,2003.056074078575
8855,37.0,Male,Self-Employed,7.422425143629904,1.4403926211899003,1917.520904208452
9496,64.0,Female,Retired,7.221609816489566,1.8803064846045967,1991.6026317770204
3099,36.0,Male,Healthcare,6.056317152601651,1.808588304598278,2900.9485998181763
9161,23.0,Female,Manual Labor,9.497977464113204,1.5447855946132485,2600.813116124534
2471,65.0,Male,Unemployed,4.77264777251704,1.5506147918072184,1721.323721126835
4330,39.0,Male,Self-Employed,4.434294299430787,1.6206431860588404,2481.669419933965
9119,55.0,Male,Retired,5.07411960097882,1.7904841931578488,1832.5336625835191
4405,67.0,Female,Unemployed,7.47438685054942,1.584968710647358,1864.4717732842155
8072,28.0,Male,Manual Labor,9.40876725492265,1.708005480067762,3429.696541277264
5472,67.0,Female,Self-Employed,5.695775587630047,1.717570362717935,1729.5199887799818
2454,59.0,Male,Retired,5.926184956434362,1.7140721710246205,2424.9925406056464
1,56.0,Male,Student,8.8,1.8,2140.0
5198,53.0,Female,Student,4.155209023473059,1.51228914924584,2151.7995609540026
2733,27.0,Female,Desk Job,9.431968173265744,1.578332284304022,1779.786109802926
6538,44.0,Female,Retired,7.015070330657589,1.817947476849169,2052.6547266286225
544,40.0,Male,Retired,4.8,1.74,2083.0
7894,42.0,Male,Freelancer,6.338078414843302,1.680875330340325,2057.202836051412
350,59.0,Female,Manual Labor,7.9,1.66,2968.0
1471,40.0,Male,Healthcare,9.5,1.78,2539.0
1776,19.0,Female,Freelancer,5.6,1.64,2642.0
4170,22.0,Male,Self-Employed,4.643270710183888,1.814756344517367,3092.603328236351
3992,31.0,Male,Desk Job,6.748827885824872,1.755001125083741,2636.152166923985
3320,26.0,Male,Student,5.94262816043298,1.6505165874819168,2372.982337075309
6056,55.0,Male,Self-Employed,5.031511020929723,1.8120907504521884,2508.2769485523254
6260,51.0,Female,Unemployed,4.036463284568107,1.624419565770942,2029.0479041681824
1617,24.0,Female,Healthcare,6.4,1.61,2799.0
458,61.0,Female,Desk Job,6.9,1.82,2303.0
3430,59.0,Male,Self-Employed,9.394145828318004,1.7653059080390447,2341.0921556889166
3170,30.0,Female,Desk Job,6.960465030962829,1.5818536481068894,2357.178320135579
4041,63.0,Male,Student,6.528121740244945,1.7715076277920525,2550.478164621639
9374,24.0,Female,Desk Job,4.455846106644255,1.6086479248224768,1958.005640873843
3013,41.0,Male,Retired,5.275652158690258,2.014778566267778,2101.779783542074
1348,37.0,Female,Desk Job,4.4,1.68,2010.0
5709,29.0,Male,Student,8.68274578206657,1.7652831984932664,2421.171019854263
1112,35.0,Female,Desk Job,4.8,1.57,2040.0
132,41.0,Female,Manual Labor,7.6,1.89,3140.0
1887,30.0,Male,Manual Labor,9.0,1.73,3261.0
7411,59.0,Female,Healthcare,8.914614701669745,1.8578345836834815,2344.8185204437614
2759,43.0,Female,Healthcare,4.481502142403039,1.6677451508623962,2728.2963139723174
3915,67.0,Male,Student,6.1452450570363855,1.7349218067150047,2070.3043924300828
7787,48.0,Male,Self-Employed,5.188566197501011,1.613547889562093,2160.530569270962
10088,21.0,Female,Manual Labor,7.3,1.8,1708.2
971,47.0,Female,Retired,6.3,1.57,1444.0
2336,38.0,Female,Student,7.697799417381471,1.6297455571814103,2095.7113763338743
2708,24.0,Male,Retired,8.767616388044136,1.6490790050548203,2102.6414227890677
7059,40.0,Female,Manual Labor,9.013593324053296,1.7877820540897638,3160.265026249372
9980,36.0,Female,Self-Employed,6.7434763037365855,1.878223490148376,2864.300795737357
4281,31.0,Female,Self-Employed,10.0,1.4982473306844042,1874.2555245355768
5653,18.0,Female,Retired,5.585049947396056,1.8220628525253435,2686.150773472678
2146,32.0,Male,Freelancer,6.385583816353073,1.5398826247211477,2419.426944965202
2887,44.0,Female,Desk Job,6.346501552221602,1.662668004933875,2182.7973537420044
10039,23.0,Male,Desk Job,4.0,1.46,2496.7
8527,29.0,Male,Self-Employed,8.244422944906495,1.943279044826892,2531.2978364881856
6946,46.0,Male,Manual Labor,5.737248683785257,1.833443249849848,3517.3177610832163
8375,41.0,Male,Healthcare,8.422638466108804,1.7662783861666698,3214.315527621849
4360,64.0,Female,Freelancer,5.868061083584327,1.7345072764616614,1838.5154735666829
593,35.0,Male,Freelancer,5.8,1.54,2520.0
5993,37.0,Female,Desk Job,4.821855198495991,1.860056329957017,2436.879597098801
7232,42.0,Male,Self-Employed,7.731965197489369,1.804429555216124,3411.1803451842507
5728,25.0,Female,Healthcare,8.207797122298082,1.6438555697718762,2702.2445818618544
8120,24.0,Male,Healthcare,7.780869358767922,1.674740750395079,2846.927404523421
3946,52.0,Male,Unemployed,6.47029477090612,1.944047728447976,2186.8862609268385
3858,68.0,Female,Freelancer,5.9319931399040495,1.7311651913594628,1590.6233668008977
4303,22.0,Female,Freelancer,5.066190191293811,1.572365486995269,2348.462449207247
796,43.0,Male,Desk Job,5.7,1.82,2308.0
8533,60.0,Female,Manual Labor,8.409597524210504,1.8738071682968376,2906.003109374184
4374,42.0,Female,Manual Labor,9.07093150507914,1.620808559075129,3316.9575899324705
5732,48.0,Female,Student,5.1140330353884025,1.7909528571349886,1979.1297709222235
4163,50.0,Male,Desk Job,9.366847624003096,1.8385814126352136,1797.020183964547
3711,66.0,Male,Self-Employed,6.136313497152033,1.7235356985150698,2546.667976228576
8188,55.0,Male,Student,5.747571413701856,1.8807378747302643,2902.8183108251696
3080,41.0,Male,Desk Job,8.337629302358655,1.7938013617265067,1972.1819247038727
10184,20.0,Female,Desk Job,5.0,1.78,2693.7
6337,48.0,Female,Desk Job,9.037359314023778,1.7140883498552075,2313.016107515531
4635,63.0,Male,Unemployed,6.120895561672283,1.6237429158863217,1796.7715918750084
7087,43.0,Female,Retired,9.043660619652066,1.627991761617401,1864.393068195364
3119,52.0,Female,Student,9.840920749191037,1.685454848818261,2263.0504814500428
10034,30.0,Male,Manual Labor,4.2,1.55,2404.4
783,69.0,Female,Retired,8.1,1.89,1658.0
2493,57.0,Female,Student,7.642243507257386,1.6610192691128882,2061.634237408808
1248,48.0,Female,Freelancer,9.8,1.72,2967.0
9289,21.0,Female,Student,5.950224658407516,1.7989458173508983,2535.9071400753714
2743,53.0,Male,Manual Labor,4.569972025689658,1.64348030303234,2880.7094727442345
7428,47.0,Male,Manual Labor,5.163761140202983,1.7240220606436347,2703.560946462879
1407,51.0,Male,Manual Labor,9.3,1.77,2632.0
5649,67.0,Female,Freelancer,6.905563826182209,1.880292267861569,2225.845284614656
266,25.0,Male,Self-Employed,4.9,1.71,2525.0
317,28.0,Female,Self-Employed,8.5,1.5,2080.0
9346,43.0,Female,Manual Labor,8.676303530026283,1.639066783234462,2938.985320487684
1559,38.0,Female,Freelancer,9.3,1.86,2424.0
2923,30.0,Female,Desk Job,6.986324093240027,1.5566378145389257,2204.111895703395
2115,54.0,Male,Healthcare,5.6286865532086745,1.635836107971634,2302.402019623289
5307,18.0,Male,Self-Employed,9.164346204314455,1.770817400476589,2944.0157164031443
3071,50.0,Female,Healthcare,7.603767272309743,1.7215611904199128,2694.568621112919
1108,37.0,Male,Unemployed,7.3,1.86,2072.0
9075,40.0,Female,Freelancer,7.822681525557636,1.719376384483273,2447.9789820005417
9287,20.0,Female,Unemployed,5.954386084304769,1.633894705896238,1932.397581729662
2808,41.0,Female,Self-Employed,6.704215011321981,1.6928351358160814,2555.5335097585084
5080,38.0,Female,Unemployed,4.052752819582551,1.7258096594989447,1772.5511906142196
10007,31.0,Female,Student,6.5,1.51,2652.6
7397,43.0,Male,Freelancer,6.345134012816184,1.7447954022785814,2223.725179414861
7407,51.0,Female,Student,6.219418948214145,1.7136950905733197,2114.3202042515018
5740,71.0,Female,Unemployed,4.524206624739555,1.7963372885084767,1503.8947795165277
104,61.0,Female,Freelancer,7.4,1.69,2219.0
3795,57.0,Female,Unemployed,7.407909167146512,1.8042002355015545,2202.4593048167467
8562,62.0,Male,Unemployed,4.273733242608175,1.871899640376464,2021.463805338236
5136,31.0,Male,Self-Employed,5.700764203916092,1.703808423209683,2513.3147142448483
4355,61.0,Male,Student,7.429263496746415,1.8376567873990373,1974.886314689459
4078,24.0,Female,Self-Employed,4.706535276700027,1.7086936298376336,2405.3062073331894
2824,46.0,Female,Self-Employed,7.997478985161654,1.5629598969010885,2312.9526674429644
8970,53.0,Male,Manual Labor,7.1831056771111,1.7449152584319316,2633.6659457713126
2615,70.0,Male,Healthcare,3.9858408711011215,1.791674873083288,3043.7844773627144
6211,31.0,Female,Self-Employed,9.51277803285736,1.7697351296711243,2628.920464888916
1447,60.0,Male,Unemployed,5.2,1.69,1908.0
3255,43.0,Female,Self-Employed,7.852639311954839,1.5410304800788448,2516.7441228777457
7092,67.0,Female,Retired,8.2396200506105,1.4,1400.0
2900,61.0,Female,Unemployed,9.050151971667844,1.8017312742516784,1665.0217255795403
2755,30.0,Male,Student,9.233658014538133,1.503726797171152,2488.1280365010625
9833,50.0,Male,Healthcare,9.467446314490598,1.8148913188090352,2895.64525405198
8601,45.0,Male,Desk Job,7.347467071548147,1.856822638038132,2169.5226912769226
4608,65.0,Male,Desk Job,9.497680739979526,1.4987225053939852,1448.8850831341504
3575,25.0,Female,Student,9.650894166853664,1.4718546044633627,2411.1300538290684
568,51.0,Female,Unemployed,6.2,1.52,1581.0
8751,52.0,Female,Desk Job,3.714471598831409,1.664257497870175,1860.9706180179112
8711,54.0,Male,Self-Employed,4.626637021066588,1.7106083632864029,2107.624033042273
5559,20.0,Male,Unemployed,6.527545638657466,1.6431547994555362,1822.1502663375652
1459,50.0,Female,Desk Job,4.6,1.56,1918.0
9548,50.0,Male,Student,9.306442035881592,1.7352189995688925,2066.361942936316
2158,46.0,Male,Self-Employed,8.82892567443638,1.688862559656017,2176.133138359096
4171,27.0,Male,Healthcare,6.353519618625911,1.733692411980219,2391.3765794242554
3016,52.0,Female,Freelancer,4.9266744886700735,1.8636182108444868,2924.65940755445
2686,30.0,Female,Unemployed,5.81289809082355,1.6678211848591382,1644.1998865595656
9691,36.0,Male,Manual Labor,4.073701045334256,1.7884773302396273,2801.783997535424
6992,24.0,Male,Student,4.219857780689203,1.7213988103458904,2718.4376447148816
9596,21.0,Female,Manual Labor,7.251543693364009,1.57204690827615,2869.8738441406804
